Placa;Data Hora Início;Data Hora Fim 2
RVX9A29;01/04/2024 8:00;04/04/2024 13:02
RVX9A29;03/04/2024 8:00;06/04/2024 7:42
OTV6929;12/04/2024 8:00;27/04/2024 9:28
FDS7B13;08/04/2024 12:00;15/04/2024 8:13
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
OTX3F97;19/04/2024 8:00;22/04/2024 8:30
OTX3F97;26/04/2024 10:20;30/04/2024 14:57
FPT5C72;27/04/2024 9:00;06/05/2024 6:57
FHE6I65;26/04/2024 8:00;06/05/2024 8:10
QDH9F78;30/04/2024 8:00;09/05/2024 15:23
NUO9974;09/04/2024 16:00;12/04/2024 8:33
OTV6J09;30/04/2024 12:20;07/05/2024 8:30
OTV6J09;05/04/2024 18:00;08/04/2024 6:29
OTW5847;02/04/2024 16:00;08/04/2024 6:28
OTW5847;17/04/2024 8:00;19/04/2024 13:52
OTW5847;19/04/2024 10:00;23/04/2024 13:26
OUM0C08;02/04/2024 8:00;04/04/2024 13:00
OUM0C08;02/04/2024 17:14;05/04/2024 13:55
FKR1H31;01/04/2024 15:00;17/04/2024 14:31
OTW5I17;03/04/2024 8:00;05/04/2024 7:18
OTW5I17;09/04/2024 8:00;12/04/2024 8:59
OCN6512;18/04/2024 9:30;22/04/2024 8:25
OTV7B49;17/04/2024 14:00;22/04/2024 18:05
OTW5J77;19/04/2024 8:00;22/04/2024 18:03
OTX3G47;29/04/2024 8:00;02/05/2024 13:30
OTX3G47;15/04/2024 8:00;18/04/2024 13:53
OTV7A69;09/04/2024 12:00;22/05/2024 14:23
QDL2B96;17/05/2024 7:30;22/05/2024 6:48
OTV7B09;17/05/2024 7:00;22/05/2024 14:23
OHX0923;10/05/2024 8:00;13/05/2024 17:42
JSL4B66;17/05/2024 8:00;22/05/2024 14:23
OUM8B88;15/05/2024 9:00;17/05/2024 9:23
OUM8B88;20/05/2024 8:00;22/05/2024 7:15
QDH9F88;03/05/2024 8:00;10/05/2024 15:06
CUG8B67;08/05/2024 12:00;13/05/2024 17:42
FZE3E75;13/05/2024 8:00;15/05/2024 6:54
FTW8F18;20/05/2024 8:00;22/05/2024 8:46
FNO0G72;06/05/2024 8:05;09/05/2024 17:26
HXD3204;14/05/2024 8:00;16/05/2024 6:55
RVX9A25;13/05/2024 8:00;18/05/2024 10:38
RVX9A25;18/05/2024 10:30;22/05/2024 6:51
GJK7I85;13/05/2024 8:00;17/05/2024 6:45
EQY8D00;20/05/2024 7:30;22/05/2024 9:11
FTV3J61;13/05/2024 9:00;22/05/2024 14:23
GIH4C39;06/05/2024 8:00;10/05/2024 15:07
GIH4C39;13/05/2024 8:00;15/05/2024 9:50
QDA5B53;03/05/2024 8:00;07/05/2024 8:28
OTV6929;10/05/2024 8:00;22/05/2024 7:26
SII6I76;07/05/2024 8:00;13/05/2024 14:48
EAN4635;16/05/2024 9:00;22/05/2024 12:07
HUT4314;10/05/2024 14:03;22/05/2024 14:23
OTW5847;09/05/2024 8:40;22/05/2024 14:23
FKR1H31;14/05/2024 11:00;17/05/2024 20:48
FBC2C24;03/05/2024 8:00;06/05/2024 17:37
OTW5I17;16/05/2024 8:00;22/05/2024 10:05
OTV6J19;13/05/2024 8:00;17/05/2024 9:34
OTX3G47;13/05/2024 8:00;15/05/2024 16:51
OTX3G47;20/05/2024 7:00;22/05/2024 9:09
FPM6E33;10/01/2024 8:00;11/01/2024 8:47
OTW5G57;03/01/2024 8:00;04/01/2024 18:44
OTW5G57;04/03/2024 9:25;05/03/2024 8:40
GCQ3C38;26/01/2024 8:00;27/01/2024 13:05
OHX0923;22/01/2024 8:00;23/01/2024 9:26
OHX0923;15/02/2024 10:00;16/02/2024 13:56
OHX0923;18/01/2024 9:00;19/01/2024 10:14
FTF7H51;27/02/2024 6:00;28/02/2024 11:46
FTF7H51;12/01/2024 10:46;13/01/2024 9:31
JCE4G71;08/02/2024 9:09;09/02/2024 10:34
JCE4G71;26/02/2024 10:01;27/02/2024 7:54
RVT7E10;29/02/2024 8:41;01/03/2024 9:31
RVT7E10;24/01/2024 10:51;25/01/2024 13:51
QIJ8B86;03/01/2024 8:00;04/01/2024 18:05
JSO2B05;18/03/2024 11:19;19/03/2024 6:42
FXE2E38;09/01/2024 8:16;10/01/2024 20:52
QDH9F58;29/01/2024 9:49;30/01/2024 9:28
QDH9G48;22/02/2024 14:00;23/02/2024 13:22
OTW5F67;31/01/2024 8:38;01/02/2024 17:37
OTV7149;16/02/2024 6:00;17/02/2024 13:16
RVX9A23;22/01/2024 8:00;23/01/2024 17:35
FZE3E75;11/01/2024 12:00;12/01/2024 8:22
FZE3E75;15/02/2024 6:00;16/02/2024 6:27
FTW8F18;03/01/2024 8:00;04/01/2024 8:47
RVX9A25;08/02/2024 10:15;09/02/2024 9:30
RVX9A25;17/01/2024 8:00;18/01/2024 11:03
GJK7I85;22/01/2024 6:00;23/01/2024 9:43
DAR3D80;18/01/2024 8:00;19/01/2024 10:44
DAR3D80;15/01/2024 8:00;16/01/2024 8:48
DAR3D80;29/01/2024 0:00;30/01/2024 10:57
FTV3J61;04/01/2024 8:00;05/01/2024 8:54
FCN0E34;23/01/2024 15:43;24/01/2024 9:11
QDA5B53;05/02/2024 8:18;06/02/2024 13:20
EFO8G41;26/02/2024 9:50;27/02/2024 7:22
GJC3A58;02/01/2024 15:56;03/01/2024 16:26
RVX9A29;02/01/2024 16:35;03/01/2024 6:18
OTV6929;19/03/2024 7:00;20/03/2024 10:06
SII6I76;03/01/2024 15:53;04/01/2024 18:04
OZE6G94;04/01/2024 8:00;05/01/2024 16:18
ESE0B08;03/01/2024 14:05;04/01/2024 18:04
FTA4437;05/01/2024 8:00;06/01/2024 8:13
FPT5C72;08/01/2024 8:16;09/01/2024 14:59
FHE6I65;19/02/2024 17:00;20/02/2024 17:43
GGQ5G06;19/03/2024 8:00;20/03/2024 10:05
OTW5E67;29/01/2024 6:00;30/01/2024 9:55
OTW5847;11/01/2024 8:17;12/01/2024 8:50
OUM0C08;18/01/2024 9:24;19/01/2024 13:21
FQP0H81;22/02/2024 13:18;23/02/2024 16:57
JRZ0B35;14/03/2024 9:00;15/03/2024 16:32
FBC2C24;15/02/2024 6:00;16/02/2024 12:40
OTV6J19;14/03/2024 10:32;15/03/2024 13:29
GHP0E64;04/01/2024 9:01;05/01/2024 8:43
GHP0E64;01/02/2024 11:21;02/02/2024 7:22
FPM6E33;29/04/2024 9:20;30/04/2024 15:02
SHI0I67;29/04/2024 9:20;30/04/2024 15:02
EHE2G10;11/04/2024 18:00;12/04/2024 10:40
JSL4B66;12/04/2024 15:00;13/04/2024 15:09
FPF4F37;23/04/2024 7:00;24/04/2024 9:46
FPF4F37;16/04/2024 8:00;17/04/2024 13:28
QDH9F88;25/04/2024 8:00;26/04/2024 9:40
OTX3H57;01/04/2024 10:00;02/04/2024 17:23
QEI3551;18/04/2024 8:00;19/04/2024 16:41
FNO0G72;18/04/2024 9:30;19/04/2024 10:36
EDI6H37;26/04/2024 10:20;27/04/2024 10:51
RVX9A29;18/04/2024 8:00;19/04/2024 13:44
NUO9974;26/04/2024 8:00;27/04/2024 8:04
NUO9974;01/04/2024 8:00;02/04/2024 6:19
OTW5J77;15/04/2024 8:00;16/04/2024 9:07
OTW5G57;02/05/2024 8:00;03/05/2024 16:15
QIJ8B86;21/05/2024 8:00;22/05/2024 14:23
JSO2B05;21/05/2024 8:00;22/05/2024 10:39
RVX9A23;08/05/2024 10:00;09/05/2024 16:32
GJK7I85;07/05/2024 8:00;08/05/2024 7:45
EQY8D00;14/05/2024 12:00;15/05/2024 16:56
GAX8D33;13/05/2024 8:00;14/05/2024 10:26
OTV6959;06/05/2024 11:30;07/05/2024 8:19
GJC3A58;15/05/2024 9:45;16/05/2024 8:20
RVX9A29;13/05/2024 15:19;14/05/2024 15:40
SII6I76;14/05/2024 9:00;15/05/2024 10:00
NUO9974;15/05/2024 13:37;16/05/2024 13:58
NUO9974;17/05/2024 13:00;18/05/2024 10:15
OTW5847;06/05/2024 8:30;07/05/2024 8:58
FEJ5D53;16/05/2024 8:00;17/05/2024 10:54
GHP0E64;21/05/2024 9:00;22/05/2024 8:51
GGQ5G06;03/02/2024 9:48;12/02/2024 6:46
RVX9A25;06/04/2024 9:30;16/04/2024 17:02
FPT5C72;27/04/2024 9:00;06/05/2024 6:57
OTV7B09;28/03/2024 16:00;28/03/2024 17:17
OTV7B09;04/03/2024 9:25;07/03/2024 11:20
FPM6E33;09/02/2024 9:07;15/02/2024 10:06
OTW5G57;04/03/2024 9:25;05/03/2024 8:40
OTW5G57;12/03/2024 11:22;12/03/2024 16:51
GCQ3C38;25/03/2024 13:00;28/03/2024 17:05
GCQ3C38;12/02/2024 6:00;14/02/2024 11:39
GCQ3C38;08/02/2024 13:00;12/02/2024 8:14
OHX0923;15/02/2024 10:00;16/02/2024 13:56
FTF7H51;27/02/2024 6:00;28/02/2024 11:46
EHE2G10;28/03/2024 17:34;28/03/2024 17:35
GHH0H21;26/02/2024 10:01;26/02/2024 13:27
JCE4G71;08/02/2024 9:09;09/02/2024 10:34
JCE4G71;26/02/2024 10:01;27/02/2024 7:54
JSL4B66;27/02/2024 10:24;27/02/2024 21:23
OUM8B88;09/02/2024 8:36;15/02/2024 13:16
FVP0F57;19/02/2024 9:45;23/02/2024 17:21
FPF4F37;07/02/2024 12:10;14/02/2024 19:13
FPF4F37;15/02/2024 10:00;22/02/2024 6:52
FPF4F37;01/02/2024 10:48;07/02/2024 12:03
RVT7E10;12/03/2024 11:18;12/03/2024 11:37
RVT7E10;29/02/2024 8:41;01/03/2024 9:31
QIJ8B86;19/02/2024 14:56;22/02/2024 10:17
JSO2B05;15/02/2024 10:00;17/02/2024 10:52
JSO2B05;18/03/2024 11:19;18/03/2024 11:16
QDH9F58;08/02/2024 9:05;12/02/2024 7:50
QDH9F58;06/03/2024 7:34;13/03/2024 8:50
QDH9F58;14/03/2024 8:58;21/03/2024 16:02
QDH9G48;02/02/2024 8:38;17/02/2024 10:49
QDH9F88;20/03/2024 7:00;27/03/2024 17:16
QDH9F88;09/02/2024 8:36;12/02/2024 6:38
QDH9F88;01/02/2024 10:43;07/02/2024 8:35
OTW5977;23/02/2024 10:55;23/02/2024 17:46
OTW5F67;26/03/2024 7:00;26/03/2024 13:49
OTV7149;16/02/2024 6:00;17/02/2024 13:16
OTX3H57;22/02/2024 10:00;18/03/2024 15:01
QEI3551;26/03/2024 16:00;12/04/2024 20:03
GIQ3D57;14/02/2024 15:00;21/02/2024 10:33
OHX0963;04/03/2024 12:00;12/03/2024 16:52
FZE3E75;15/02/2024 6:00;16/02/2024 6:27
FTW8F18;02/02/2024 10:20;28/03/2024 17:05
FNO0G72;26/03/2024 16:00;01/04/2024 15:59
HUT4334;28/02/2024 9:22;28/02/2024 10:12
RVX9A25;08/02/2024 10:15;09/02/2024 9:30
EDI6H37;08/03/2024 16:00;13/03/2024 21:12
EQY8D00;05/02/2024 7:30;09/02/2024 8:31
FTV3J61;12/02/2024 6:00;20/02/2024 18:11
FTV3J61;26/03/2024 16:00;28/03/2024 17:13
GIH4C39;05/02/2024 8:36;15/02/2024 8:39
GIH4C39;05/03/2024 10:00;05/03/2024 18:02
OTV6959;06/03/2024 8:48;11/03/2024 11:58
OTV6959;12/03/2024 12:00;25/03/2024 13:18
OTV6959;07/02/2024 12:10;12/02/2024 13:56
OTV6959;14/02/2024 11:52;04/03/2024 10:33
OTV6959;02/02/2024 8:38;06/02/2024 13:28
OUM5F59;01/03/2024 9:50;05/03/2024 11:06
OUM5F59;11/03/2024 16:00;13/03/2024 16:33
QDA5B53;05/02/2024 8:18;06/02/2024 13:20
QDA5B53;23/02/2024 13:50;01/03/2024 11:37
QDA5B53;19/03/2024 8:00;19/03/2024 14:02
QDA5B53;11/03/2024 12:49;14/03/2024 10:42
QDA5B53;05/03/2024 16:00;07/03/2024 8:45
EFO8G41;26/02/2024 9:50;27/02/2024 7:22
EFO8G41;19/03/2024 7:46;19/03/2024 11:18
RVX9A29;04/03/2024 10:08;09/03/2024 15:28
OTV6929;25/03/2024 16:00;01/04/2024 13:54
OTV6929;19/03/2024 7:00;20/03/2024 10:06
OTV6929;11/03/2024 12:23;18/03/2024 16:36
SII6I76;07/02/2024 13:43;16/02/2024 8:31
OZE6G94;18/03/2024 7:35;25/03/2024 9:29
OZE6G94;26/02/2024 9:50;26/02/2024 10:43
OTX3F97;04/03/2024 6:00;11/03/2024 20:16
EAN4635;09/02/2024 9:36;09/02/2024 10:53
FHE6I65;19/02/2024 17:00;20/02/2024 17:43
FHE6I65;26/02/2024 10:00;12/03/2024 11:37
FHE6I65;28/03/2024 17:27;06/04/2024 8:53
BZL8A14;01/02/2024 8:20;01/02/2024 21:25
QDH9F78;01/02/2024 10:43;05/02/2024 9:55
GGQ5G06;19/02/2024 17:00;22/02/2024 6:53
HYS6072;02/02/2024 8:38;09/02/2024 8:56
NUO9974;02/02/2024 11:28;05/02/2024 9:12
OTV6J09;14/02/2024 10:00;20/02/2024 14:44
OTV6J09;09/02/2024 17:00;15/02/2024 9:52
OTV6J09;19/03/2024 15:26;25/03/2024 9:30
OTW5847;01/03/2024 9:50;04/03/2024 7:31
OUM0C08;29/02/2024 10:26;06/03/2024 7:44
FQP0H81;22/02/2024 13:18;23/02/2024 16:57
FQP0H81;27/02/2024 10:24;27/02/2024 21:23
FEJ5D53;01/03/2024 11:05;05/03/2024 18:11
JRZ0B35;14/03/2024 9:00;15/03/2024 16:32
JRZ0B35;15/02/2024 10:00;17/02/2024 10:53
FBC2C24;15/02/2024 6:00;16/02/2024 12:40
OTW5I17;07/03/2024 8:44;13/03/2024 9:33
OTW5567;08/02/2024 7:31;12/02/2024 8:37
OTW5567;16/02/2024 10:05;19/02/2024 8:25
OTV6J19;02/02/2024 8:39;08/02/2024 11:14
OTV6J19;14/03/2024 10:32;15/03/2024 13:29
GDP4254;19/03/2024 18:00;19/03/2024 19:59
FQT4B63;26/03/2024 13:00;26/03/2024 16:59
GHP0E64;01/02/2024 11:21;02/02/2024 7:22
QDL2B96;17/05/2024 7:30;22/05/2024 6:48
OTV7B09;13/05/2024 11:00;13/05/2024 16:16
OTV7B09;17/05/2024 7:00;22/05/2024 14:23
OUM8B88;15/05/2024 9:00;17/05/2024 9:23
OUM8B88;20/05/2024 8:00;20/05/2024 10:10
HEH3F16;02/05/2024 10:30;02/05/2024 19:38
QDG0366;03/05/2024 8:00;03/05/2024 15:19
OTX3H57;06/05/2024 8:40;06/05/2024 10:02
CUG8B67;08/05/2024 12:00;13/05/2024 17:42
RVX9A23;17/05/2024 7:30;17/05/2024 15:24
RVX9A23;08/05/2024 10:00;09/05/2024 16:32
FNO0G72;06/05/2024 8:05;09/05/2024 17:26
EQY8D00;14/05/2024 12:00;15/05/2024 16:56
EQY8D00;20/05/2024 7:30;22/05/2024 9:11
GAX8D33;08/05/2024 7:00;08/05/2024 21:37
FTV3J61;13/05/2024 9:00;22/05/2024 14:23
OTV6959;06/05/2024 11:30;07/05/2024 8:19
QDA5B53;22/05/2024 8:20;22/05/2024 9:25
EFO8G41;10/05/2024 8:00;10/05/2024 12:15
GJC3A58;15/05/2024 9:45;16/05/2024 8:20
RVX9A29;13/05/2024 15:19;14/05/2024 15:40
OTV6929;10/05/2024 8:00;10/05/2024 12:25
SII6I76;14/05/2024 9:00;15/05/2024 10:00
ESE0B08;02/05/2024 8:00;02/05/2024 12:05
OTX3F97;17/05/2024 7:00;17/05/2024 16:34
OTX3F97;13/05/2024 8:00;13/05/2024 16:47
EAN4635;16/05/2024 9:00;22/05/2024 12:07
FPT5C72;14/05/2024 15:50;14/05/2024 16:27
HUT4314;10/05/2024 14:03;22/05/2024 14:23
NUO9974;15/05/2024 13:37;16/05/2024 13:58
NUO9974;17/05/2024 13:00;18/05/2024 10:15
OTV6J09;14/05/2024 8:00;14/05/2024 15:41
OTW5847;09/05/2024 8:40;22/05/2024 14:23
OTW5847;06/05/2024 8:30;07/05/2024 8:58
FKR1H31;14/05/2024 11:00;17/05/2024 20:48
OTW5J77;22/05/2024 8:00;22/05/2024 10:04
OTX3G47;20/05/2024 7:00;22/05/2024 9:09
GHP0E64;21/05/2024 9:00;22/05/2024 8:51
QDE8E27;26/04/2024 10:20;30/04/2024 14:57
OTV7B09;24/04/2024 8:40;24/04/2024 17:13
FPM6E33;29/04/2024 9:20;30/04/2024 15:02
OTW5G57;01/04/2024 15:00;01/04/2024 18:55
SHI0I67;29/04/2024 9:20;30/04/2024 15:02
EHE2G10;02/04/2024 18:00;04/04/2024 15:06
EHE2G10;18/04/2024 12:00;09/05/2024 9:33
EHE2G10;11/04/2024 18:00;12/04/2024 10:40
JCE4G71;15/04/2024 8:00;15/04/2024 17:52
JSL4B66;15/04/2024 8:00;15/04/2024 17:51
JSL4B66;12/04/2024 15:00;13/04/2024 15:09
OUM8B88;03/04/2024 7:00;06/04/2024 8:56
FPF4F37;23/04/2024 7:00;24/04/2024 9:46
FXE2E38;26/04/2024 15:00;29/04/2024 8:37
QDH9F58;03/04/2024 11:00;05/04/2024 6:39
OTW5F67;12/04/2024 8:00;12/04/2024 13:25
OTV7149;17/04/2024 8:00;17/04/2024 14:29
OTX3H57;19/04/2024 0:00;22/04/2024 12:50
OTX3H57;03/04/2024 11:00;09/04/2024 17:49
OTX3H57;01/04/2024 10:00;02/04/2024 17:23
FKR1731;11/04/2024 12:00;30/04/2024 14:56
RVX9A23;01/04/2024 13:00;04/04/2024 15:04
OHX0963;26/04/2024 8:00;26/04/2024 15:58
OHX0973;03/04/2024 11:00;08/04/2024 16:11
ENU2H48;05/04/2024 9:00;19/04/2024 10:10
SHR0F21;15/04/2024 18:00;25/04/2024 10:06
SHR0F21;29/04/2024 8:50;03/05/2024 9:36
FNO0G72;08/04/2024 7:30;12/04/2024 21:43
FNO0G72;18/04/2024 9:30;19/04/2024 10:36
EDI6H37;26/04/2024 10:20;27/04/2024 10:51
DAR3D80;29/04/2024 9:20;02/05/2024 10:56
OUM5F59;22/04/2024 8:00;22/04/2024 15:37
OUM5F59;23/04/2024 7:30;29/04/2024 16:54
QDA5B53;01/04/2024 7:30;01/04/2024 11:25
EFO8G41;01/04/2024 8:00;01/04/2024 15:26
GJC3A58;09/04/2024 16:00;11/04/2024 11:28
GJC3A58;02/04/2024 17:14;05/04/2024 13:43
GJC3A58;01/04/2024 8:00;01/04/2024 15:06
FDS7B13;29/04/2024 8:00;29/04/2024 12:03
FDS7B13;08/04/2024 12:00;15/04/2024 8:13
FDS7B13;16/04/2024 12:00;27/04/2024 8:05
ESE0B08;08/04/2024 17:00;29/04/2024 7:30
OTX3F97;26/04/2024 10:20;30/04/2024 14:57
EAN4635;09/04/2024 15:00;09/04/2024 16:09
FPT5C72;18/04/2024 15:00;18/04/2024 17:10
FHE6I65;23/04/2024 7:00;26/04/2024 14:12
NUO9974;09/04/2024 16:00;12/04/2024 8:33
NUO9974;30/04/2024 8:00;30/04/2024 14:29
OTV6J09;30/04/2024 12:20;07/05/2024 8:30
OTV6J09;18/04/2024 14:00;18/04/2024 15:59
OTV6J09;22/04/2024 9:00;22/04/2024 11:25
OTV6J09;05/04/2024 18:00;08/04/2024 6:29
OTW5847;02/04/2024 16:00;08/04/2024 6:28
OTW5847;15/04/2024 8:00;15/04/2024 16:52
OUM0C08;01/04/2024 8:00;01/04/2024 11:24
FEJ5D53;22/04/2024 8:00;22/04/2024 9:58
JRZ0B35;05/04/2024 8:00;05/04/2024 13:34
FKR1H31;01/04/2024 15:00;17/04/2024 14:31
OCN6512;18/04/2024 9:30;22/04/2024 8:25
OCN6512;12/04/2024 11:00;18/04/2024 8:56
QDE8487;09/04/2024 14:00;09/04/2024 15:55
OTX3G47;24/04/2024 8:00;24/04/2024 17:15
OTV7A69;17/04/2024 8:00;17/04/2024 13:45
OTV7A69;09/04/2024 12:00;22/05/2024 14:23
GHP0E64;22/04/2024 14:00;22/04/2024 18:06
QDL2B96;02/01/2024 7:40;02/01/2024 8:44
QDL2B96;11/01/2024 14:40;17/01/2024 9:12
QDL2B96;19/01/2024 8:00;19/01/2024 21:03
OTV7B09;12/01/2024 8:00;12/01/2024 14:55
OTW5G57;23/01/2024 9:00;23/01/2024 11:24
OTW5G57;02/01/2024 7:30;02/01/2024 8:50
OHX0923;02/01/2024 8:00;02/01/2024 13:58
OHX0923;18/01/2024 9:00;19/01/2024 10:14
OHX0923;11/01/2024 9:00;11/01/2024 10:26
OHX0923;10/01/2024 8:00;10/01/2024 12:10
FTF7H51;05/01/2024 8:00;05/01/2024 21:11
FTF7H51;12/01/2024 10:46;13/01/2024 9:31
EHE2G10;04/01/2024 14:13;16/01/2024 6:45
EHE2G10;25/01/2024 12:05;31/01/2024 9:43
EHE2G10;02/01/2024 16:13;04/01/2024 14:25
GHH0H21;12/01/2024 9:38;19/01/2024 20:19
OUM8B88;05/01/2024 15:32;09/01/2024 7:02
OUM8B88;24/01/2024 9:45;31/01/2024 10:09
FPF4F37;03/01/2024 14:05;09/01/2024 8:12
RVT7E10;24/01/2024 10:51;25/01/2024 13:51
RVT7E10;15/01/2024 9:36;23/01/2024 9:54
QIJ8B86;10/01/2024 16:33;13/01/2024 11:16
QIJ8B86;09/01/2024 8:16;09/01/2024 17:32
JSO2B05;22/01/2024 12:40;22/01/2024 19:48
FXE2E38;09/01/2024 8:16;10/01/2024 20:52
QDH9F58;29/01/2024 9:49;30/01/2024 9:28
QDH9G48;17/01/2024 9:05;23/01/2024 9:52
QDH9G48;12/01/2024 16:43;16/01/2024 7:42
OHX1053;19/01/2024 11:02;22/01/2024 9:36
OTW5977;08/01/2024 10:00;12/01/2024 9:24
OTW5F67;31/01/2024 8:38;01/02/2024 17:37
OTW5F67;10/01/2024 11:58;16/01/2024 10:41
OTW5J37;12/01/2024 8:24;17/01/2024 8:41
QEI3551;05/01/2024 12:00;22/02/2024 10:33
OHX0963;11/01/2024 13:00;11/01/2024 18:48
OHX0963;17/01/2024 10:55;17/01/2024 15:21
OHX0973;05/01/2024 8:00;05/01/2024 13:08
OHX0973;17/01/2024 8:00;17/01/2024 13:46
FZE3E75;11/01/2024 12:00;12/01/2024 8:22
ENU2H48;22/01/2024 12:00;24/01/2024 8:42
FTW8F18;23/01/2024 13:00;23/01/2024 16:40
FTW8F18;25/01/2024 11:56;30/01/2024 14:54
RVX9A21;05/01/2024 12:40;09/01/2024 7:26
GBK9H08;08/01/2024 8:52;10/01/2024 20:37
RVX9A25;24/01/2024 8:00;24/01/2024 13:23
GJK7I85;22/01/2024 6:00;23/01/2024 9:43
DAR3D80;29/01/2024 0:00;30/01/2024 10:57
GAX8D33;26/01/2024 6:00;06/02/2024 9:48
GIH4C39;15/01/2024 9:00;15/01/2024 20:57
FCN0E34;23/01/2024 15:43;24/01/2024 9:11
FCN0E34;03/01/2024 8:00;03/01/2024 13:58
OTV6959;19/01/2024 8:47;24/01/2024 9:11
QDA5B53;11/01/2024 8:56;15/01/2024 9:34
GJC3A58;02/01/2024 15:56;03/01/2024 16:26
RVX9A29;02/01/2024 16:33;02/01/2024 16:29
OTV6929;25/01/2024 11:10;02/02/2024 12:04
SII6I76;09/01/2024 11:08;17/01/2024 20:55
SII6I76;03/01/2024 15:53;04/01/2024 18:04
SII6I76;02/01/2024 16:32;03/01/2024 16:34
OZE6G94;30/01/2024 8:30;30/01/2024 14:51
FDS7B13;30/01/2024 11:05;28/02/2024 9:48
FDS7B13;08/01/2024 8:16;25/01/2024 7:53
ESE0B08;10/01/2024 10:25;15/01/2024 21:15
ESE0B08;03/01/2024 14:05;04/01/2024 18:04
OTX3F97;11/01/2024 9:00;11/01/2024 18:51
OTX3F97;17/01/2024 8:00;17/01/2024 9:13
FPT5C72;08/01/2024 8:16;09/01/2024 14:59
FPT5C72;22/01/2024 7:29;26/01/2024 7:24
BZL8A14;31/01/2024 12:00;05/02/2024 12:01
BZL8A14;05/01/2024 8:00;05/01/2024 9:23
QDH9F78;19/01/2024 14:54;30/01/2024 14:51
GGQ5G06;22/01/2024 15:20;30/01/2024 9:57
OTW5E67;29/01/2024 6:00;30/01/2024 9:55
NUO9974;30/01/2024 8:30;01/02/2024 11:05
NUO9974;22/01/2024 12:34;30/01/2024 11:17
NUO9974;02/01/2024 16:00;02/01/2024 16:06
NUO9974;11/01/2024 8:56;22/01/2024 12:39
OTV6J09;25/01/2024 9:19;29/01/2024 12:21
OTV6J09;30/01/2024 8:30;02/02/2024 9:17
OTW5847;30/01/2024 8:30;01/02/2024 9:42
OTW5847;19/01/2024 8:47;22/01/2024 19:30
OTW5847;08/01/2024 8:16;11/01/2024 6:19
OUM0C08;08/01/2024 8:16;11/01/2024 9:22
OUM0C08;18/01/2024 9:24;19/01/2024 13:21
OUM0C08;15/01/2024 9:26;15/01/2024 11:22
OUM0C08;04/01/2024 8:00;04/01/2024 12:13
FQP0H81;24/01/2024 7:26;24/01/2024 11:56
FQP0H81;26/01/2024 10:58;01/02/2024 6:57
FKR1H31;04/01/2024 9:00;10/01/2024 7:59
FKR1H31;02/01/2024 6:00;04/01/2024 8:38
FKR1H31;22/01/2024 8:00;22/01/2024 19:57
OCN6512;26/01/2024 13:00;26/01/2024 19:05
OCN6512;22/01/2024 6:00;26/01/2024 12:22
QDW9B99;25/01/2024 10:27;31/01/2024 13:22
GHP0E64;04/01/2024 9:01;05/01/2024 8:43
FXE2E38;27/01/2024 11:52;30/01/2024 6:43
OZE6G94;20/01/2024 9:00;23/01/2024 9:49
OTV6J09;06/01/2024 8:00;06/01/2024 9:08
FBC2C24;20/01/2024 13:00;24/01/2024 9:11
